City_ID,City,Country,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Ubinskoye,RU,55.3068,79.6802,32.32,90,52,5.75,broken clouds
449,Puerto Suarez,BO,-18.95,-57.8,90.16,51,0,4.61,clear sky
450,Maitum,PH,6.0392,124.4986,77.27,88,53,2.71,broken clouds
451,Havelock,US,34.8791,-76.9013,82.35,92,75,3,broken clouds
452,Lichuan,CN,30.3,108.85,63.59,95,71,3.96,broken clouds
453,Ofunato,JP,39.0717,141.7167,64.49,86,12,6.11,few clouds
454,Broken Hill,AU,-31.95,141.4333,62.31,34,4,6.91,clear sky
455,Liepaja,LV,56.5419,21.0367,55.38,88,90,14.97,moderate rain
456,Dhadar,IN,28.3305,75.0632,80.33,81,97,8.12,light rain
457,Coffs Harbour,AU,-30.3,153.1333,57.16,82,0,6.91,clear sky
458,Forio,IT,40.7342,13.8646,78.3,43,6,9.69,clear sky
459,Matagami,CA,49.7502,-77.6328,46.51,81,1,6.91,clear sky
460,Coihaique,CL,-45.5752,-72.0662,56.01,67,75,4.61,light intensity shower rain
461,Bijie,CN,27.3125,105.2942,63.1,94,7,7.72,clear sky
462,Gerede,TR,40.8008,32.1969,39.63,97,100,4.41,overcast clouds
463,Margate,GB,51.3813,1.3862,71.69,78,100,7.83,overcast clouds
464,Luanda,AO,-8.8368,13.2343,75.2,78,20,10.36,few clouds
465,Mahajanga,MG,-15.7167,46.3167,80.62,54,0,5.75,clear sky
466,Merauke,ID,-8.4667,140.3333,76.55,82,91,14.83,overcast clouds
467,Arucas,ES,28.1198,-15.5233,75.97,65,29,9.46,scattered clouds
468,Tual,ID,-5.6667,132.75,79.5,83,98,17.27,overcast clouds
469,Marawi,PH,7.9986,124.2928,67.64,96,86,0.76,overcast clouds
470,Artyom,AZ,40.4723,50.333,71.74,80,6,20.42,clear sky
471,Lima,PE,-12.0432,-77.0282,60.13,87,90,5.75,overcast clouds
472,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,93,90,16.11,overcast clouds
473,Doraha,IN,30.8167,76.0167,73.8,85,54,4,broken clouds
474,La Rioja,ES,42.25,-2.5,70.48,49,55,10.89,broken clouds
475,Cap Malheureux,MU,-19.9842,57.6142,73.89,71,2,11.99,clear sky
476,Yulara,AU,-25.2406,130.9889,60.64,20,0,8.05,clear sky
477,Clemson,US,34.6834,-82.8374,70.21,65,1,5.75,clear sky
478,Siniscola,IT,40.5719,9.6922,78.35,71,61,6.55,broken clouds
479,Bontang,ID,0.1333,117.5,80.49,80,76,4.74,broken clouds
480,Husavik,IS,66.0449,-17.3389,42.71,63,100,9.82,light rain
481,Mackay,AU,-21.15,149.2,60.04,88,5,6.91,clear sky
482,Sikeston,US,36.8767,-89.5879,67.93,52,1,3.44,clear sky
483,Bagepalli,IN,13.7847,77.7931,75.54,73,100,10.89,overcast clouds
484,Devils Lake,US,48.1128,-98.8651,58.98,63,1,11.5,clear sky
485,Puerto Carreno,CO,6.189,-67.4859,87.13,63,92,5.57,overcast clouds
486,Caala,AO,-12.8525,15.5606,85.53,9,97,7.87,overcast clouds
487,Leshukonskoye,RU,64.8989,45.7622,41.99,87,1,6.2,clear sky
488,Tucumcari,US,35.1717,-103.725,69.94,30,1,11.5,clear sky
489,Mansa,IN,29.9833,75.3833,75.36,88,97,5.53,overcast clouds
490,Hervey Bay,AU,-25.2986,152.8535,58.03,69,0,5.28,clear sky
491,Mineral Wells,US,32.8085,-98.1128,78.51,23,3,6.44,clear sky
492,Aykhal,RU,66,111.5,33.06,80,38,5.57,scattered clouds
493,Ambovombe,MG,-25.1667,46.0833,68.92,81,59,17.65,broken clouds
494,Gorele,TR,41.0308,39.0031,63.84,94,100,11.05,moderate rain
495,Lao Cai,VN,22.4833,103.95,74.95,97,75,0.45,broken clouds
496,Las Vegas,US,36.175,-115.1372,83.68,24,1,8.05,clear sky
497,Coahuayana,MX,18.7333,-103.6833,86.92,64,3,0.25,clear sky
498,Richards Bay,ZA,-28.783,32.0377,67.51,68,77,18.28,broken clouds
499,Chabahar,IR,25.2919,60.643,82.56,82,22,4.92,few clouds
500,Palana,RU,59.1167,159.9667,39.33,84,15,4.03,few clouds
501,Ankazoabo,MG,-22.2833,44.5167,78.26,40,88,3.67,overcast clouds
502,Toccoa,US,34.5773,-83.3324,69.12,52,1,5.75,clear sky
503,Lamar,US,33.6668,-95.5836,77.52,42,1,6.91,clear sky
504,Reconquista,AR,-29.15,-59.65,76.96,37,33,9.71,scattered clouds
505,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,89.35,56,100,3.89,overcast clouds
506,Apatou,GF,5.155,-54.3472,94.6,38,25,4.5,scattered clouds
507,Berlevag,NO,70.8578,29.0864,48.15,53,0,24.16,light rain
508,Diffa,NE,13.3154,12.6113,90.57,39,100,4.47,overcast clouds
509,Svetlogorsk,BY,52.6333,29.7333,42.42,95,100,4.34,overcast clouds
510,Maan,PH,5.9339,124.7356,78.96,85,43,1.32,scattered clouds
511,Kontagora,NG,10.3999,5.4695,82.71,72,99,3.8,overcast clouds
512,Uvalde,US,29.3669,-99.767,79.18,29,1,4.61,clear sky
513,Manuk Mangkaw,PH,4.8,119.85,82.35,76,59,6.62,broken clouds
514,Miyako,JP,39.6367,141.9525,64.69,84,1,7,clear sky
515,Boyolangu,ID,-8.1181,111.8935,75.78,91,93,3.49,overcast clouds
516,Indianola,US,41.3581,-93.5574,67.95,58,0,1.68,clear sky
517,Jumla,NP,29.2747,82.1838,59.32,94,96,1.01,overcast clouds
518,Mmathubudukwane,BW,-24.6,26.4333,81.46,25,0,4.63,clear sky
519,Puerto Ayacucho,VE,5.6639,-67.6236,83.79,76,93,6.15,overcast clouds
520,Barinas,VE,8.6226,-70.2075,84.54,64,100,5.88,overcast clouds
521,Severo-Kurilsk,RU,50.6789,156.125,47.44,91,100,21.5,light rain
522,Noyabrsk,RU,63.1994,75.4507,37.6,97,100,16.46,light rain
523,Shumikha,RU,55.2261,63.2961,40.39,66,11,6.29,few clouds
524,Codrington,AU,-38.2667,141.9667,50.32,92,10,14.88,clear sky
525,Boa Vista,BR,2.8197,-60.6733,89.58,55,40,10.36,scattered clouds
526,Tatarsk,RU,55.219,75.9828,38.1,75,100,4.56,overcast clouds
527,Doha,QA,25.2867,51.5333,97.11,54,0,3.44,clear sky
528,Valle Hermoso,MX,25.6667,-97.8333,78.94,38,9,8.12,clear sky
529,Solnechnyy,RU,50.7214,136.6319,41.67,78,10,4.72,clear sky
530,Sakakah,SA,29.9697,40.2064,90.97,18,0,12.03,clear sky
531,San Miguel,SV,13.4833,-88.1833,85.5,66,100,1.1,overcast clouds
532,San Angelo,US,31.4638,-100.437,75.58,37,1,1.01,clear sky
533,Gayeri,BF,12.6497,0.4931,92.57,42,37,2.37,scattered clouds
534,Karwar,IN,14.8,74.1333,77.04,88,100,6.82,overcast clouds
535,Inhambane,MZ,-23.865,35.3833,73.38,60,40,6.91,scattered clouds
536,Taoudenni,ML,22.6783,-3.9836,110.1,5,0,4.29,clear sky
537,Machico,PT,32.7,-16.7667,76.28,74,40,11.5,scattered clouds
538,Znamenskoye,RU,57.1281,73.8282,36.93,85,100,4.79,overcast clouds
539,San Matias,BO,-16.3667,-58.4,104.59,19,45,7.29,scattered clouds
540,Chumikan,RU,54.7183,135.315,45.61,66,0,7.45,clear sky
541,Yingcheng,CN,30.95,113.55,86.05,71,98,6.11,light rain
542,Vaitape,PF,-16.5167,-151.75,77.16,71,15,8.59,few clouds
543,Sioux Lookout,CA,50.1001,-91.917,61.18,59,20,9.22,few clouds
544,Badiraguato,MX,25.3667,-107.5167,83.7,52,8,1.66,clear sky
545,Klaksvik,FO,62.2266,-6.589,45.52,81,100,18.41,overcast clouds
546,Kuvandyk,RU,51.4781,57.3552,54.28,40,95,15.95,overcast clouds
547,Colac,AU,-38.3333,143.5833,51.62,88,8,11.27,clear sky
548,Yajalon,MX,17.2333,-92.3333,79.95,57,72,3.27,broken clouds
549,Yining,CN,29.0361,114.5636,74.91,81,41,2.24,light rain
550,Odweyne,SO,9.4092,45.064,78.94,51,83,10.89,broken clouds
551,Pericos,MX,25.05,-107.7,86.36,59,9,2.17,clear sky
552,Conde,BR,-7.2597,-34.9075,87.26,55,40,11.5,scattered clouds
553,Valenza,IT,45.0141,8.6414,76.06,57,95,3.09,overcast clouds
554,Hay River,CA,60.8156,-115.7999,40.98,93,90,17.27,light intensity drizzle
555,Gresham,US,45.4982,-122.4315,59.13,91,90,1.01,overcast clouds
556,Tacuarembo,UY,-31.7333,-55.9833,61.36,74,99,4.97,overcast clouds
557,Ukiah,US,39.1502,-123.2078,84.04,67,1,0,clear sky
558,Rincon,US,32.296,-81.2354,73.85,64,20,8.05,few clouds
559,Kamaishi,JP,39.2667,141.8833,65.3,84,2,5.75,clear sky
560,Talcahuano,CL,-36.7167,-73.1167,58.68,67,0,8.05,clear sky
561,Muleba,TZ,-1.8397,31.6544,75.47,62,43,2.68,scattered clouds
562,Visby,SE,57.6409,18.296,55.85,100,75,8.05,drizzle
563,Yabrud,SY,33.9674,36.6574,69.46,42,0,9.42,clear sky
564,Bathsheba,BB,13.2167,-59.5167,90.21,62,75,12.66,broken clouds
565,Clyde,US,41.3042,-82.9752,52.12,93,100,18.81,overcast clouds
566,Teguise,ES,29.0605,-13.564,71.82,78,40,10.36,scattered clouds
567,Pecos,US,31.4229,-103.4932,73.31,32,1,0,clear sky
568,Iquique,CL,-20.2208,-70.1431,62.64,69,6,8.37,clear sky
569,Talnakh,RU,69.4865,88.3972,34.18,76,11,4.83,few clouds
570,Beidao,CN,34.5686,105.8933,63.7,94,80,3.85,broken clouds
571,Quatre Cocos,MU,-20.2078,57.7625,73.51,79,32,15.82,scattered clouds
572,Honningsvag,NO,70.9821,25.9704,46.89,75,100,25.7,overcast clouds
573,Tezu,IN,27.9167,96.1667,75.9,80,6,4.03,clear sky
574,Peleduy,RU,59.6289,112.7406,37.33,86,100,1.23,overcast clouds
575,Gravelbourg,CA,49.8834,-106.5512,55.67,47,77,6.78,broken clouds
576,Buta,CD,2.7858,24.73,76.84,76,80,6.33,broken clouds
577,Christchurch,NZ,-43.5333,172.6333,43.92,94,40,1.01,fog
578,Ngunguru,NZ,-35.6167,174.5,56.16,87,100,18.3,overcast clouds
579,Nikki,BJ,9.9401,3.2108,78.91,81,37,6.13,light rain
580,Sokolo,ML,14.7328,-6.1219,97.43,31,62,4.9,broken clouds
581,Kaseda,JP,31.4167,130.3167,74.37,77,4,8.59,clear sky
582,Esperance,AU,-33.8667,121.9,51.64,60,79,14.99,broken clouds
583,Saltillo,MX,25.4167,-101,68.47,54,3,2.28,clear sky
584,Birjand,IR,32.8663,59.2211,79.27,6,0,9.22,clear sky
585,Peterhead,GB,57.5058,-1.7981,58.1,59,23,11.18,few clouds
586,Okha,RU,53.5739,142.9478,48.25,89,97,10.04,overcast clouds
587,Koumac,NC,-20.5667,164.2833,64.89,70,33,12.15,scattered clouds
588,Letterkenny,IE,54.95,-7.7333,60.69,82,100,11.18,overcast clouds
589,Muisne,EC,0.6,-80.0333,82.51,81,99,9.26,overcast clouds
590,Svetlyy,RU,54.675,20.1347,57.25,91,100,22.06,light rain
591,Leticia,CO,-4.2153,-69.9406,77.05,88,90,4.61,overcast clouds
592,Sisimiut,GL,66.9395,-53.6735,30.99,57,46,2.77,scattered clouds
593,Smidovich,RU,48.6,133.8167,45.19,69,0,4.34,clear sky
594,Nakhon Phanom,TH,17.3333,104.4167,74.08,91,100,4.32,overcast clouds
595,Ishinomaki,JP,38.4167,141.3,68.02,74,97,7.74,overcast clouds
596,Tikrit,IQ,34.6071,43.6782,89.96,15,0,10.07,clear sky
597,Ylivieska,FI,64.0833,24.55,48.31,69,100,15.37,overcast clouds
598,Verkhnevilyuysk,RU,63.4453,120.3167,39.65,75,100,3.87,overcast clouds
599,Vila Do Maio,CV,15.1333,-23.2167,86.79,74,79,10.38,broken clouds
600,Gushikawa,JP,26.3544,127.8686,79.83,88,20,6.91,few clouds
601,Kuandian,CN,40.7286,124.7847,52.29,94,0,4.59,clear sky
602,Mundi,IN,22.0667,76.5,78.39,85,25,7.2,scattered clouds
603,Hobyo,SO,5.3505,48.5268,78.03,85,99,23.98,overcast clouds
604,Ramshir,IR,30.8946,49.4092,96.66,8,0,6.49,clear sky
605,Kaili,ID,-3.4626,120.2147,67.59,89,100,1.25,overcast clouds
606,Malmesbury,ZA,-33.4608,18.7271,65.79,73,23,5.44,few clouds
607,Quimper,FR,48,-4.1,68.07,68,0,9.22,clear sky
608,Port Hawkesbury,CA,45.6169,-61.3485,75.09,70,20,5.01,few clouds
609,Aranos,NA,-24.1333,19.1167,89.89,5,0,10.89,clear sky
610,Luganville,VU,-15.5333,167.1667,76.87,85,87,8.41,overcast clouds
611,Kimbe,PG,-5.5502,150.1429,74.55,93,99,4.7,overcast clouds
612,Rabo De Peixe,PT,37.8,-25.5833,71.11,68,75,11.5,broken clouds
613,Tocopilla,CL,-22.092,-70.1979,67.87,64,10,10.98,clear sky
614,Moron,AR,-34.6534,-58.6198,64.99,74,95,4.18,overcast clouds
615,Mercedes,AR,-34.6515,-59.4307,64.83,86,100,2.35,overcast clouds
616,Shimoda,JP,34.6667,138.95,75.61,81,100,11.81,overcast clouds
617,Banihal,IN,33.4167,75.2,62.38,90,56,4.9,broken clouds
618,Bodden Town,KY,19.2833,-81.25,89.01,73,20,5.26,few clouds
619,Bjornevatn,NO,69.6672,29.9847,46.02,65,0,21.85,clear sky
620,Amapa,BR,1,-52,93.15,40,58,4.76,broken clouds
621,Sawakin,SD,19.1059,37.3321,90.39,56,6,3.36,clear sky
622,Rodrigues Alves,BR,-7.738,-72.6509,84.4,44,100,1.12,overcast clouds
623,Atasu,KZ,48.6814,71.6433,44.2,65,5,14.99,clear sky
624,Ulaangom,MN,49.9811,92.0667,43.43,39,55,5.7,broken clouds
625,Lazaro Cardenas,MX,17.9583,-102.2,83.23,77,7,2.15,clear sky
626,Ayr,GB,55.4627,-4.6339,59.31,88,75,14.97,broken clouds
627,Ust-Kulom,RU,61.6864,53.6902,40.69,87,11,3.94,few clouds
628,Gilbert,US,33.3528,-111.789,88.95,42,1,1.01,clear sky
629,Shelburne,CA,44.0787,-80.2041,60.67,97,89,14.23,overcast clouds
630,Loreto,MX,22.2667,-101.9667,63.57,64,17,7.36,few clouds
631,Joshimath,IN,30.5667,79.5667,65.46,88,87,1.81,overcast clouds
632,Touros,BR,-5.1989,-35.4608,88.7,59,53,16.15,broken clouds
633,Sabzevar,IR,36.2126,57.6819,87.08,16,0,6.91,clear sky
634,Turayf,SA,31.6725,38.6637,80.85,41,0,16.11,clear sky
635,Hillsboro,US,45.5229,-122.9898,59.54,84,75,6.91,broken clouds
636,Haines Junction,CA,60.7522,-137.5108,30.15,93,100,1.14,light snow
637,Selma,US,36.5708,-119.6121,78.17,60,1,6.91,haze
638,Mugumu,TZ,-1.85,34.7,68.16,66,93,5.06,overcast clouds
639,Namibe,AO,-15.1961,12.1522,68.02,86,88,4.94,overcast clouds
640,Oktyabrskoye,RU,43.0645,44.7417,53.74,94,90,4.47,overcast clouds
641,Concepcion,CL,-36.827,-73.0498,58.8,67,0,8.05,clear sky
642,Winnemucca,US,40.973,-117.7357,57.11,50,1,0,clear sky
643,Auki,SB,-8.7676,160.7034,76.14,88,63,3.29,broken clouds
644,Matara,LK,5.9485,80.5353,79.16,88,46,9.15,scattered clouds
645,Zhumadian,CN,32.9794,114.0294,78.78,59,99,5.44,light rain
646,Kingman,US,35.1894,-114.053,84.54,23,93,4.25,overcast clouds
647,Wilmington,US,34.2257,-77.9447,72.95,86,90,10.36,overcast clouds
648,Giyani,ZA,-23.3025,30.7187,73.58,26,0,5.66,clear sky
649,Constitucion,CL,-35.3333,-72.4167,62.11,56,3,10.85,clear sky
650,Abidjan,CI,5.3094,-4.0197,84.16,74,40,14.97,scattered clouds
651,Tukan,RU,53.8409,57.4552,41.09,72,81,4.32,broken clouds
652,Cetraro,IT,39.5166,15.9416,77.23,44,5,2.26,clear sky
653,Yarmouth,US,41.7057,-70.2286,80.65,77,40,8.01,scattered clouds
654,Dubai,AE,25.2582,55.3047,93.13,55,0,10.36,clear sky
655,Adrar,MR,20.5022,-10.0711,103.12,9,22,11.72,few clouds
656,Ulaanbaatar,MN,47.9077,106.8832,32.13,80,0,0,clear sky
657,Hericourt,FR,47.5731,6.7614,74.34,68,24,4.92,few clouds
658,Gorontalo,ID,0.5412,123.0595,74.79,95,95,2.8,overcast clouds
659,Southbridge,US,42.0751,-72.0334,79.23,86,27,14.32,scattered clouds
660,Yuanping,CN,38.7153,112.7575,59.68,93,100,1.12,overcast clouds
661,Saint Anthony,US,45.0205,-93.218,67.24,57,1,4,clear sky
662,Goderich,CA,43.7501,-81.7165,61.12,77,100,11.5,overcast clouds
663,Tazovskiy,RU,67.4667,78.7,33.58,76,84,10.09,broken clouds
664,Rudbar,AF,30.15,62.6,83.37,11,0,1.5,clear sky
665,Biltine,TD,14.5333,20.9167,94.93,28,7,4.34,clear sky
666,Iberia,US,29.9502,-91.7507,74.97,59,0,9.8,clear sky
667,Narrabri,AU,-30.3167,149.7833,48.29,71,0,5.75,clear sky
668,Shingu,JP,33.7333,135.9833,70.92,74,93,5.37,overcast clouds
669,Mersing,MY,2.4312,103.8405,78.71,89,64,4.61,broken clouds
670,Nevel,RU,56.0209,29.9284,40.89,93,100,6.26,overcast clouds
671,Kapatan,PH,5.9006,125.2375,78.17,85,54,2.28,broken clouds
672,Nosy Varika,MG,-20.5833,48.5333,69.57,76,4,3.94,clear sky
673,Bafra,TR,41.5678,35.9069,56.89,88,100,9.31,light rain
674,Guayaramerin,BO,-10.8368,-65.3614,89.65,51,0,5.75,clear sky
675,Ewa Beach,US,21.3156,-158.0072,76.95,72,90,5.75,overcast clouds
676,Esso,RU,55.9333,158.7,35.38,92,15,2.48,few clouds
